cell_id,latitude,longitude,scientific_name,species_slug,label,label_source,observation_count,source_dataset_count,example_occurrence_id,example_dataset_name,example_event_date
971:2956,7.15,115.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
971:2959,7.15,115.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2828,7.25,102.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2933,7.25,113.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2935,7.25,113.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2961,7.25,116.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2973,7.25,117.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2830,7.35,103.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2832,7.35,103.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2950,7.35,115.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2957,7.35,115.75,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
974:2933,7.45,113.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
975:2829,7.55,102.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
975:2960,7.55,116.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
976:2929,7.65,112.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
977:2926,7.75,112.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
977:2942,7.75,114.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
977:2943,7.75,114.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
977:2950,7.75,115.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
977:2952,7.75,115.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2931,7.85,113.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2932,7.85,113.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2934,7.85,113.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2935,7.85,113.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2937,7.85,113.75,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2939,7.85,113.95,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2940,7.85,114.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2943,7.85,114.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2954,7.85,115.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
979:2941,7.95,114.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
979:2943,7.95,114.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
979:2944,7.95,114.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
980:2952,8.05,115.25,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2928,8.15,112.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2930,8.15,113.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2935,8.15,113.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2936,8.15,113.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2948,8.15,114.85,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2950,8.15,115.05,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
982:2945,8.25,114.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
983:2934,8.35,113.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
983:2943,8.35,114.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
984:2941,8.45,114.15,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
984:2943,8.45,114.35,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
985:2935,8.55,113.55,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
986:2934,8.65,113.45,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
989:2936,8.95,113.65,Chelonia mydas,green_sea_turtle,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
